hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date_month_proper,date,revenue
City Hotel,0,3,2015,September,37,8,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,124.0,0,0,Check-Out,12-09-2015,9,2015-09-08,496.0
City Hotel,0,7,2015,September,37,8,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,95.0,0,0,Check-Out,11-09-2015,9,2015-09-08,285.0
City Hotel,1,11,2015,September,37,8,0,4,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,0,Transient,78.94,0,2,Canceled,02-09-2015,9,2015-09-08,315.76
City Hotel,0,0,2015,September,37,8,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,110.4,0,0,Check-Out,10-09-2015,9,2015-09-08,220.8
City Hotel,0,5,2015,September,37,8,0,4,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,76.8,0,0,Check-Out,12-09-2015,9,2015-09-08,307.2
City Hotel,0,4,2015,September,37,8,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,132.13,0,0,Check-Out,16-09-2015,9,2015-09-08,1057.04
City Hotel,0,0,2015,September,37,8,0,1,2,0.0,0,SC,AGO,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,115.0,0,0,Check-Out,09-09-2015,9,2015-09-08,115.0
City Hotel,0,42,2015,September,37,8,2,7,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.64,0,0,Check-Out,17-09-2015,9,2015-09-08,716.76
City Hotel,0,0,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,124.0,0,0,Check-Out,09-09-2015,9,2015-09-08,124.0
City Hotel,0,1,2015,September,37,8,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,200.0,0,0,Check-Out,10-09-2015,9,2015-09-08,400.0
City Hotel,0,8,2015,September,37,8,0,2,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,92.4,0,3,Check-Out,10-09-2015,9,2015-09-08,184.8
City Hotel,0,0,2015,September,37,8,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,91.2,0,0,Check-Out,09-09-2015,9,2015-09-08,91.2
City Hotel,0,7,2015,September,37,8,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,111.71,0,2,Check-Out,15-09-2015,9,2015-09-08,781.9699999999999
City Hotel,0,13,2015,September,37,8,1,5,2,0.0,0,SC,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,85.0,0,0,Check-Out,14-09-2015,9,2015-09-08,510.0
City Hotel,1,164,2015,September,37,8,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.5,0,2,Canceled,29-03-2015,9,2015-09-08,561.0
City Hotel,0,0,2015,September,37,8,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,91.2,0,0,Check-Out,09-09-2015,9,2015-09-08,91.2
City Hotel,0,26,2015,September,37,8,0,1,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,105.0,0,0,Check-Out,09-09-2015,9,2015-09-08,105.0
City Hotel,0,45,2015,September,37,8,0,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,82.98,0,0,Check-Out,13-09-2015,9,2015-09-08,414.90000000000003
City Hotel,0,0,2015,September,37,8,0,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,146.4,0,2,Check-Out,13-09-2015,9,2015-09-08,732.0
City Hotel,1,11,2015,September,37,8,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,0,Transient,78.94,0,1,Canceled,02-09-2015,9,2015-09-08,315.76
City Hotel,0,10,2015,September,37,8,0,4,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,105.0,0,2,Check-Out,12-09-2015,9,2015-09-08,420.0
City Hotel,0,0,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,114.0,0,0,Check-Out,09-09-2015,9,2015-09-08,114.0
City Hotel,0,0,2015,September,37,8,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,111.0,0,0,Check-Out,09-09-2015,9,2015-09-08,111.0
City Hotel,0,1,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,91.2,0,0,Check-Out,09-09-2015,9,2015-09-08,91.2
City Hotel,0,0,2015,September,37,8,0,1,1,0.0,0,BB,ESP,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,Transient,114.0,0,0,Check-Out,09-09-2015,9,2015-09-08,114.0
City Hotel,0,0,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,124.0,0,0,Check-Out,09-09-2015,9,2015-09-08,124.0
City Hotel,0,0,2015,September,37,8,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,0,Transient,0.0,0,0,Check-Out,09-09-2015,9,2015-09-08,0.0
City Hotel,0,0,2015,September,37,8,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,Transient,114.0,0,0,Check-Out,09-09-2015,9,2015-09-08,114.0
City Hotel,0,0,2015,September,37,8,0,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Contract,195.0,0,1,Check-Out,12-09-2015,9,2015-09-08,780.0
City Hotel,0,0,2015,September,37,8,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,114.0,0,0,Check-Out,09-09-2015,9,2015-09-08,114.0
City Hotel,0,4,2015,September,37,8,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,124.0,0,1,Check-Out,12-09-2015,9,2015-09-08,496.0
City Hotel,0,22,2015,September,37,8,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,120.0,0,1,Check-Out,09-09-2015,9,2015-09-08,120.0
City Hotel,0,0,2015,September,37,8,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,142.0,0,0,Check-Out,09-09-2015,9,2015-09-08,142.0
City Hotel,0,190,2015,September,37,8,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.5,0,1,Check-Out,15-09-2015,9,2015-09-08,654.5
City Hotel,0,0,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,114.0,0,0,Check-Out,09-09-2015,9,2015-09-08,114.0
City Hotel,0,0,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,114.0,0,0,Check-Out,09-09-2015,9,2015-09-08,114.0
City Hotel,0,0,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,124.0,0,0,Check-Out,09-09-2015,9,2015-09-08,124.0
City Hotel,0,15,2015,September,37,8,2,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,111.71,0,0,Check-Out,15-09-2015,9,2015-09-08,781.9699999999999
City Hotel,0,0,2015,September,37,8,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,114.0,0,0,Check-Out,09-09-2015,9,2015-09-08,114.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
Resort Hotel,0,0,2015,September,37,8,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,0,Transient,131.0,0,0,Check-Out,10-09-2015,9,2015-09-08,262.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
Resort Hotel,0,382,2015,September,37,8,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,76.5,0,0,Check-Out,22-09-2015,9,2015-09-08,1071.0
Resort Hotel,0,12,2015,September,37,8,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,G,0,No Deposit,0,Transient,133.0,1,0,Check-Out,15-09-2015,9,2015-09-08,931.0
Resort Hotel,1,344,2015,September,37,8,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.95,0,0,Canceled,01-01-2015,9,2015-09-08,825.3000000000001
Resort Hotel,0,71,2015,September,37,8,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,113.0,0,0,Check-Out,16-09-2015,9,2015-09-08,904.0
Resort Hotel,0,175,2015,September,37,8,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,91.5,0,0,Check-Out,15-09-2015,9,2015-09-08,640.5
Resort Hotel,0,160,2015,September,37,8,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,C,0,No Deposit,0,Contract,97.54,0,0,Check-Out,15-09-2015,9,2015-09-08,682.7800000000001
Resort Hotel,0,117,2015,September,37,8,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,C,0,No Deposit,0,Contract,101.53,0,0,Check-Out,15-09-2015,9,2015-09-08,710.71
Resort Hotel,0,53,2015,September,37,8,1,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,1,No Deposit,0,Transient,123.0,0,1,Check-Out,14-09-2015,9,2015-09-08,738.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
Resort Hotel,0,11,2015,September,37,8,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,98.0,0,1,Check-Out,12-09-2015,9,2015-09-08,392.0
Resort Hotel,1,47,2015,September,37,8,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.9,0,2,Canceled,10-08-2015,9,2015-09-08,471.6
Resort Hotel,1,12,2015,September,37,8,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.0,0,1,Canceled,28-08-2015,9,2015-09-08,392.0
Resort Hotel,1,61,2015,September,37,8,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,156.0,0,0,Canceled,27-07-2015,9,2015-09-08,624.0
Resort Hotel,1,302,2015,September,37,8,0,3,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,84.47,0,0,Canceled,22-01-2015,9,2015-09-08,253.41
Resort Hotel,1,302,2015,September,37,8,0,3,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.47,0,0,Canceled,22-01-2015,9,2015-09-08,253.41
Resort Hotel,1,302,2015,September,37,8,0,3,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.47,0,0,Canceled,22-01-2015,9,2015-09-08,253.41
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
Resort Hotel,0,187,2015,September,37,8,1,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,69.7,1,0,Check-Out,14-09-2015,9,2015-09-08,418.20000000000005
Resort Hotel,0,146,2015,September,37,8,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,60.61,0,0,Check-Out,15-09-2015,9,2015-09-08,424.27
Resort Hotel,0,89,2015,September,37,8,0,2,2,2.0,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,137.0,0,1,Check-Out,10-09-2015,9,2015-09-08,274.0
Resort Hotel,0,89,2015,September,37,8,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,97.0,0,1,Check-Out,10-09-2015,9,2015-09-08,194.0
Resort Hotel,1,195,2015,September,37,8,2,5,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,D,D,0,No Deposit,0,Transient,71.55,0,1,Canceled,08-08-2015,9,2015-09-08,500.84999999999997
Resort Hotel,0,52,2015,September,37,8,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,79.5,0,1,Check-Out,12-09-2015,9,2015-09-08,318.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
Resort Hotel,0,158,2015,September,37,8,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,68.5,0,0,Check-Out,09-09-2015,9,2015-09-08,68.5
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,0,0,2015,September,37,8,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,3,A,A,0,No Deposit,0,Transient,0.0,0,0,Check-Out,09-09-2015,9,2015-09-08,0.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
Resort Hotel,0,204,2015,September,37,8,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,55.68,0,0,Check-Out,15-09-2015,9,2015-09-08,389.76
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
Resort Hotel,0,60,2015,September,37,8,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,146.0,0,1,Check-Out,15-09-2015,9,2015-09-08,1022.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,28-05-2015,9,2015-09-08,60.0
City Hotel,0,86,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0,Check-Out,11-09-2015,9,2015-09-09,200.0
City Hotel,0,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Check-Out,11-09-2015,9,2015-09-09,124.0
City Hotel,0,85,2015,September,37,9,0,2,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient-Party,90.0,0,0,Check-Out,11-09-2015,9,2015-09-09,180.0
City Hotel,0,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Check-Out,11-09-2015,9,2015-09-09,124.0
City Hotel,0,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Check-Out,11-09-2015,9,2015-09-09,124.0
City Hotel,0,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,62.0,0,0,Check-Out,11-09-2015,9,2015-09-09,124.0
City Hotel,1,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Canceled,03-09-2015,9,2015-09-09,124.0
City Hotel,0,86,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient-Party,100.0,0,0,Check-Out,11-09-2015,9,2015-09-09,200.0
City Hotel,0,85,2015,September,37,9,0,2,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient-Party,90.0,0,0,Check-Out,11-09-2015,9,2015-09-09,180.0
Resort Hotel,0,99,2015,September,37,9,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,92.63,0,4,Check-Out,16-09-2015,9,2015-09-09,648.41
City Hotel,1,86,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,110.0,0,0,Canceled,30-06-2015,9,2015-09-09,220.0
City Hotel,1,86,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0,Canceled,08-09-2015,9,2015-09-09,200.0
City Hotel,1,86,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,110.0,0,0,Canceled,30-06-2015,9,2015-09-09,220.0
City Hotel,1,55,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,B,0,No Deposit,0,Transient-Party,100.0,0,0,Canceled,08-09-2015,9,2015-09-09,200.0
City Hotel,0,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient-Party,62.0,0,0,Check-Out,11-09-2015,9,2015-09-09,124.0
City Hotel,0,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Check-Out,11-09-2015,9,2015-09-09,124.0
City Hotel,0,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Check-Out,11-09-2015,9,2015-09-09,124.0
City Hotel,1,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Canceled,03-09-2015,9,2015-09-09,124.0
City Hotel,0,12,2015,September,37,9,0,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.85,0,2,Check-Out,11-09-2015,9,2015-09-09,161.7
City Hotel,0,0,2015,September,37,9,0,1,2,0.0,0,SC,BRA,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,115.0,0,0,Check-Out,10-09-2015,9,2015-09-09,115.0
City Hotel,0,86,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0,Check-Out,11-09-2015,9,2015-09-09,200.0
City Hotel,0,8,2015,September,37,9,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,105.0,0,2,Check-Out,10-09-2015,9,2015-09-09,105.0
City Hotel,1,327,2015,September,37,9,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,76.0,0,0,Canceled,07-08-2015,9,2015-09-09,456.0
City Hotel,1,327,2015,September,37,9,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,76.0,0,0,Canceled,07-08-2015,9,2015-09-09,456.0
City Hotel,1,327,2015,September,37,9,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,76.0,0,0,Canceled,07-08-2015,9,2015-09-09,456.0
City Hotel,1,327,2015,September,37,9,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,76.0,0,0,Canceled,07-08-2015,9,2015-09-09,456.0
Resort Hotel,0,12,2015,September,37,9,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,A,0,No Deposit,0,Transient,134.0,0,0,Check-Out,10-09-2015,9,2015-09-09,134.0
City Hotel,1,327,2015,September,37,9,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,117.0,0,0,Canceled,03-09-2015,9,2015-09-09,702.0
Resort Hotel,1,250,2015,September,37,9,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient,123.0,0,0,Canceled,07-09-2015,9,2015-09-09,861.0
City Hotel,0,0,2015,September,37,9,0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,A,0,No Deposit,0,Transient,0.0,0,0,Check-Out,09-09-2015,9,2015-09-09,0.0
City Hotel,0,1,2015,September,37,9,0,3,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,1,No Deposit,0,Transient-Party,90.0,0,0,Check-Out,12-09-2015,9,2015-09-09,270.0
City Hotel,0,0,2015,September,37,9,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,147.0,0,0,Check-Out,10-09-2015,9,2015-09-09,147.0
City Hotel,0,327,2015,September,37,9,2,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.0,0,0,Check-Out,15-09-2015,9,2015-09-09,528.0
City Hotel,0,327,2015,September,37,9,2,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,76.0,0,0,Check-Out,15-09-2015,9,2015-09-09,456.0
City Hotel,0,327,2015,September,37,9,2,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.0,0,1,Check-Out,15-09-2015,9,2015-09-09,528.0
City Hotel,0,327,2015,September,37,9,2,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,76.0,0,0,Check-Out,15-09-2015,9,2015-09-09,456.0
City Hotel,0,327,2015,September,37,9,2,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.0,0,0,Check-Out,15-09-2015,9,2015-09-09,528.0
City Hotel,0,327,2015,September,37,9,2,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,76.0,0,0,Check-Out,15-09-2015,9,2015-09-09,456.0
City Hotel,0,327,2015,September,37,9,2,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.0,0,0,Check-Out,15-09-2015,9,2015-09-09,528.0
City Hotel,0,327,2015,September,37,9,2,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.0,0,0,Check-Out,15-09-2015,9,2015-09-09,528.0
