date,hotel,is_canceled,adr,stays_in_weekend_nights,stays_in_week_nights,market_segment,country,lead_time,revenue
2016-02-23,Resort Hotel,0,30.0,0,5,Offline TA/TO,GBR,48,150.0
2016-02-23,Resort Hotel,0,40.0,0,1,Direct,FRA,0,40.0
2016-02-23,Resort Hotel,0,40.0,0,1,Direct,FRA,0,40.0
2016-02-24,City Hotel,0,71.84,0,1,Online TA,PRT,5,71.84
2016-02-24,City Hotel,0,85.0,0,1,Online TA,PRT,0,85.0
2016-02-24,Resort Hotel,0,65.0,0,1,Direct,FRA,0,65.0
2016-02-24,Resort Hotel,0,40.0,0,1,Direct,PRT,0,40.0
2016-02-24,City Hotel,0,97.0,0,1,Online TA,POL,0,97.0
2016-02-24,Resort Hotel,0,25.0,0,1,Offline TA/TO,PRT,1,25.0
2016-02-24,City Hotel,0,91.0,0,1,Online TA,DEU,1,91.0
2016-02-24,City Hotel,0,85.0,0,1,Online TA,PRT,0,85.0
2016-02-24,Resort Hotel,0,45.0,0,1,Direct,PRT,0,45.0
2016-02-24,Resort Hotel,0,36.96,0,1,Online TA,GBR,0,36.96
2016-02-24,Resort Hotel,0,54.0,0,1,Online TA,FIN,6,54.0
2016-02-24,Resort Hotel,0,63.14,2,5,Online TA,FRA,22,441.98
2016-02-24,Resort Hotel,0,34.57,2,5,Offline TA/TO,RUS,19,241.99
2016-02-24,Resort Hotel,0,27.43,2,5,Offline TA/TO,DEU,88,192.01
2016-02-24,Resort Hotel,0,46.5,0,4,Offline TA/TO,GBR,41,186.0
2016-02-24,Resort Hotel,0,28.1,0,4,Offline TA/TO,GBR,4,112.4
2016-02-24,Resort Hotel,0,29.0,0,3,Offline TA/TO,ESP,1,87.0
2016-02-24,Resort Hotel,0,98.67,0,3,Direct,PRT,0,296.01
2016-02-24,Resort Hotel,0,38.0,0,2,Corporate,PRT,35,76.0
2016-02-24,Resort Hotel,0,43.0,0,1,Online TA,FIN,6,43.0
2016-02-24,City Hotel,0,65.5,0,2,Corporate,PRT,1,131.0
2016-02-24,City Hotel,0,0.0,0,0,Offline TA/TO,PRT,16,0.0
2016-02-24,Resort Hotel,0,76.0,0,2,Online TA,FRA,42,152.0
2016-02-24,Resort Hotel,0,45.0,0,1,Direct,PRT,0,45.0
2016-02-24,Resort Hotel,0,36.0,0,1,Offline TA/TO,ARG,12,36.0
2016-02-24,Resort Hotel,0,36.96,0,1,Online TA,PRT,0,36.96
2016-02-24,Resort Hotel,0,36.96,0,1,Online TA,GBR,0,36.96
2016-02-24,Resort Hotel,0,36.96,0,1,Online TA,GBR,0,36.96
2016-02-24,Resort Hotel,0,50.8,1,4,Online TA,NLD,43,254.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,0,94.0,0,1,Online TA,PRT,0,94.0
2016-02-24,City Hotel,0,67.22,0,2,Online TA,GBR,20,134.44
2016-02-24,City Hotel,0,97.0,0,1,Online TA,PRT,0,97.0
2016-02-24,City Hotel,1,56.0,0,2,Offline TA/TO,PRT,55,112.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,0,51.09,0,4,Online TA,PRT,48,204.36
2016-02-24,City Hotel,1,100.0,0,4,Online TA,ESP,24,400.0
2016-02-24,City Hotel,1,79.0,0,4,Online TA,IRL,18,316.0
2016-02-24,City Hotel,1,67.5,0,4,Online TA,ITA,40,270.0
2016-02-24,City Hotel,1,79.0,0,4,Online TA,IRL,18,316.0
2016-02-24,City Hotel,1,79.0,0,4,Online TA,IRL,18,316.0
2016-02-24,City Hotel,1,67.5,0,3,Online TA,ESP,53,202.5
2016-02-24,City Hotel,1,67.5,0,3,Online TA,NLD,45,202.5
2016-02-24,City Hotel,1,89.7,0,3,Online TA,ESP,34,269.1
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,0,84.95,0,2,Online TA,BRA,80,169.9
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,85.0,0,1,Online TA,CN,24,85.0
2016-02-24,City Hotel,0,85.0,0,1,Online TA,PRT,0,85.0
2016-02-24,City Hotel,1,70.07,0,1,Online TA,PRT,9,70.07
2016-02-24,Resort Hotel,1,93.0,0,2,Online TA,PRT,9,186.0
2016-02-24,City Hotel,0,72.9,0,1,Online TA,PRT,36,72.9
2016-02-24,City Hotel,0,71.84,0,1,Online TA,PRT,5,71.84
2016-02-24,City Hotel,0,80.0,0,2,Corporate,PRT,5,160.0
2016-02-24,City Hotel,0,67.22,0,2,Online TA,FRA,20,134.44
2016-02-24,City Hotel,0,176.0,0,2,Online TA,FRA,6,352.0
2016-02-24,City Hotel,0,67.22,0,2,Online TA,FRA,9,134.44
2016-02-24,City Hotel,0,82.0,0,3,Offline TA/TO,FRA,7,246.0
2016-02-24,City Hotel,0,92.1,0,3,Offline TA/TO,IRL,81,276.29999999999995
2016-02-24,City Hotel,0,87.0,0,3,Offline TA/TO,FRA,14,261.0
2016-02-24,City Hotel,0,161.8,0,3,Offline TA/TO,PRT,11,485.40000000000003
2016-02-24,City Hotel,0,73.61,0,3,Online TA,PRT,1,220.82999999999998
2016-02-24,City Hotel,0,74.0,0,3,Offline TA/TO,FRA,50,222.0
2016-02-24,City Hotel,0,118.0,0,3,Offline TA/TO,FRA,14,354.0
2016-02-24,City Hotel,0,75.5,0,3,Direct,GBR,38,226.5
2016-02-24,City Hotel,0,80.0,0,3,Online TA,TUR,12,240.0
2016-02-24,City Hotel,0,93.63,0,3,Online TA,FRA,35,280.89
2016-02-24,City Hotel,0,66.0,0,4,Offline TA/TO,PRT,29,264.0
2016-02-24,City Hotel,0,80.0,0,4,Corporate,NOR,5,320.0
2016-02-24,City Hotel,0,93.0,0,4,Online TA,NLD,10,372.0
2016-02-24,City Hotel,0,93.0,0,4,Online TA,NLD,10,372.0
2016-02-24,City Hotel,0,184.0,0,4,Online TA,FRA,12,736.0
2016-02-24,City Hotel,0,158.5,0,4,Online TA,FRA,12,634.0
2016-02-24,City Hotel,0,93.0,0,4,Online TA,FRA,15,372.0
2016-02-24,City Hotel,0,109.5,0,4,Online TA,ITA,6,438.0
2016-02-24,City Hotel,0,80.0,0,4,Corporate,NOR,5,320.0
2016-02-24,City Hotel,0,80.0,0,4,Corporate,PRT,5,320.0
2016-02-24,City Hotel,0,101.28,1,4,Direct,PRT,0,506.4
2016-02-24,City Hotel,0,65.0,0,1,Corporate,PRT,0,65.0
2016-02-24,Resort Hotel,1,38.0,0,1,Corporate,PRT,8,38.0
2016-02-24,Resort Hotel,1,39.0,0,4,Online TA,PRT,26,156.0
2016-02-24,Resort Hotel,0,0.0,0,0,Online TA,PRT,2,0.0
2016-02-24,City Hotel,1,64.0,0,2,Groups,PRT,77,128.0
2016-02-24,City Hotel,1,103.2,1,4,Direct,AGO,1,516.0
2016-02-24,Resort Hotel,0,25.0,0,1,Corporate,PRT,5,25.0
2016-02-24,Resort Hotel,0,30.0,0,1,Corporate,PRT,0,30.0
2016-02-24,Resort Hotel,0,27.0,0,3,Corporate,PRT,9,81.0
2016-02-24,Resort Hotel,0,30.0,0,1,Corporate,PRT,2,30.0
2016-02-24,Resort Hotel,0,40.0,0,1,Direct,PRT,0,40.0
2016-02-25,City Hotel,0,69.0,0,1,Offline TA/TO,PRT,2,69.0
2016-02-25,City Hotel,0,80.0,0,1,Direct,PRT,1,80.0
2016-02-25,City Hotel,0,70.0,0,1,Direct,PRT,0,70.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,81.0,0,1,Online TA,HUN,17,81.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,Resort Hotel,0,0.0,0,0,Direct,PRT,0,0.0
2016-02-25,City Hotel,0,81.0,0,1,Online TA,USA,5,81.0
2016-02-25,City Hotel,0,80.0,0,1,Direct,PRT,2,80.0
2016-02-25,City Hotel,0,71.0,0,1,Direct,PRT,1,71.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,89.0,0,3,Direct,HRV,0,267.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,70.0,0,1,Direct,PRT,2,70.0
2016-02-25,Resort Hotel,0,43.0,0,1,Online TA,PRT,3,43.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,Resort Hotel,0,48.0,0,3,Online TA,PRT,10,144.0
2016-02-25,Resort Hotel,0,48.0,0,3,Online TA,PRT,10,144.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,86.0,0,1,Online TA,PRT,1,86.0
2016-02-25,Resort Hotel,0,58.0,1,3,Online TA,GBR,10,232.0
2016-02-25,City Hotel,0,0.0,0,1,Complementary,PRT,0,0.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,88.0,0,1,Online TA,PRT,1,88.0
2016-02-25,City Hotel,0,79.0,0,1,Direct,PRT,0,79.0
2016-02-25,Resort Hotel,0,32.0,0,3,Direct,PRT,0,96.0
2016-02-25,City Hotel,0,81.0,0,1,Online TA,PRT,4,81.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,106.0,0,1,Direct,AGO,3,106.0
2016-02-25,City Hotel,0,102.0,0,1,Direct,PRT,1,102.0
2016-02-25,City Hotel,0,77.0,0,1,Direct,PRT,0,77.0
2016-02-25,City Hotel,0,80.0,0,1,Corporate,PRT,6,80.0
2016-02-25,Resort Hotel,0,46.4,1,3,Online TA,GBR,89,185.6
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,81.0,0,3,Offline TA/TO,FRA,3,243.0
2016-02-25,City Hotel,0,118.0,0,3,Offline TA/TO,FRA,14,354.0
2016-02-25,City Hotel,0,71.0,0,3,Online TA,ESP,1,213.0
2016-02-25,City Hotel,1,69.9,0,3,Online TA,FRA,30,209.70000000000002
2016-02-25,Resort Hotel,0,69.21,2,5,Offline TA/TO,GBR,38,484.46999999999997
2016-02-25,City Hotel,1,91.0,0,2,Online TA,PRT,0,182.0
2016-02-25,City Hotel,1,79.0,0,1,Corporate,PRT,38,79.0
2016-02-25,City Hotel,1,66.0,0,1,Corporate,PRT,21,66.0
2016-02-25,City Hotel,1,66.0,0,1,Corporate,PRT,21,66.0
2016-02-25,City Hotel,0,93.0,0,3,Online TA,CHN,5,279.0
2016-02-25,City Hotel,1,80.0,0,1,Corporate,PRT,3,80.0
2016-02-25,City Hotel,1,91.0,0,1,Online TA,TUR,23,91.0
2016-02-25,City Hotel,0,65.49,1,3,Online TA,GBR,100,261.96
2016-02-25,Resort Hotel,0,45.0,0,1,Direct,0,0,45.0
2016-02-25,City Hotel,0,130.0,1,3,Online TA,BEL,6,520.0
2016-02-25,City Hotel,0,182.0,1,3,Online TA,ESP,9,728.0
2016-02-25,City Hotel,0,62.0,0,3,Offline TA/TO,FRA,6,186.0
2016-02-25,City Hotel,0,93.0,0,3,Online TA,GBR,4,279.0
2016-02-25,Resort Hotel,0,40.0,0,1,Corporate,PRT,3,40.0
2016-02-25,City Hotel,0,129.5,1,3,Direct,FRA,27,518.0
2016-02-25,City Hotel,0,59.5,1,3,Offline TA/TO,CHE,24,238.0
2016-02-25,City Hotel,1,93.0,0,3,Online TA,USA,10,279.0
2016-02-25,City Hotel,0,70.03,0,3,Online TA,GBR,35,210.09
2016-02-25,City Hotel,1,68.7,0,3,Online TA,SRB,34,206.10000000000002
2016-02-25,City Hotel,0,80.3,0,3,Online TA,GBR,51,240.89999999999998
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,66.0,0,1,Corporate,PRT,3,66.0
2016-02-25,City Hotel,1,66.0,0,1,Corporate,PRT,3,66.0
2016-02-25,City Hotel,0,152.05,2,3,Online TA,ITA,43,760.25
2016-02-25,City Hotel,0,68.0,0,1,Corporate,PRT,21,68.0
2016-02-25,Resort Hotel,0,46.4,2,3,Online TA,IRL,91,232.0
2016-02-25,City Hotel,0,100.0,0,3,Online TA,ESP,1,300.0
2016-02-25,City Hotel,1,80.0,0,2,Direct,ESP,8,160.0
2016-02-25,Resort Hotel,0,43.0,0,1,Online TA,PRT,3,43.0
2016-02-25,City Hotel,0,144.9,0,3,Direct,ITA,37,434.70000000000005
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,86.39,7,18,Online TA,AGO,44,2159.75
2016-02-25,City Hotel,1,110.53,4,11,Online TA,AGO,4,1657.95
2016-02-25,Resort Hotel,0,35.0,2,4,Offline TA/TO,PRT,38,210.0
2016-02-25,Resort Hotel,0,29.0,2,4,Offline TA/TO,PRT,38,174.0
2016-02-25,City Hotel,1,66.3,2,8,Online TA,FRA,51,663.0
2016-02-25,City Hotel,1,67.5,0,3,Online TA,GBR,52,202.5
2016-02-25,City Hotel,1,79.0,0,3,Online TA,IRL,19,237.0
2016-02-25,Resort Hotel,0,56.7,2,5,Offline TA/TO,GBR,20,396.90000000000003
2016-02-25,Resort Hotel,0,31.0,2,5,Offline TA/TO,GBR,42,217.0
2016-02-25,City Hotel,0,80.8,0,3,Online TA,ESP,3,242.39999999999998
2016-02-25,City Hotel,0,80.3,0,3,Online TA,DEU,45,240.89999999999998
2016-02-25,City Hotel,0,66.0,0,1,Corporate,PRT,3,66.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,227.0,0,1,Direct,PRT,1,227.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,Resort Hotel,0,65.0,0,1,Direct,PRT,0,65.0
2016-02-25,City Hotel,0,127.0,0,2,Direct,BRA,4,254.0
2016-02-25,Resort Hotel,0,36.96,0,1,Online TA,PRT,2,36.96
2016-02-25,Resort Hotel,0,30.0,0,1,Corporate,PRT,9,30.0
2016-02-25,Resort Hotel,0,45.0,0,1,Direct,ESP,0,45.0
2016-02-25,Resort Hotel,0,30.0,0,1,Corporate,PRT,8,30.0
2016-02-25,Resort Hotel,0,30.0,0,1,Corporate,PRT,8,30.0
2016-02-25,Resort Hotel,0,34.4,0,1,Offline TA/TO,PRT,0,34.4
2016-02-25,Resort Hotel,0,55.0,0,1,Direct,PRT,0,55.0
2016-02-25,Resort Hotel,0,45.0,0,1,Corporate,PRT,2,45.0
2016-02-25,Resort Hotel,0,64.0,1,3,Direct,GBR,10,256.0
2016-02-25,Resort Hotel,0,40.0,0,1,Direct,PRT,0,40.0
2016-02-25,Resort Hotel,0,68.0,8,20,Direct,GBR,709,1904.0
2016-02-25,Resort Hotel,0,40.0,0,1,Direct,PRT,0,40.0
2016-02-25,Resort Hotel,0,40.0,0,1,Direct,PRT,0,40.0
2016-02-25,Resort Hotel,0,33.0,0,1,Corporate,PRT,7,33.0
2016-02-25,Resort Hotel,0,0.0,0,0,Corporate,PRT,0,0.0
2016-02-25,Resort Hotel,0,48.0,1,3,Online TA,GBR,10,192.0
2016-02-25,Resort Hotel,0,58.0,1,3,Online TA,GBR,10,232.0
2016-02-25,Resort Hotel,0,0.0,0,0,Online TA,PRT,3,0.0
2016-02-25,Resort Hotel,0,58.0,1,3,Online TA,GBR,10,232.0
2016-02-25,Resort Hotel,0,58.0,1,3,Online TA,GBR,10,232.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,81.0,0,2,Online TA,RUS,21,162.0
2016-02-25,City Hotel,0,102.0,0,2,Online TA,PRT,1,204.0
2016-02-25,Resort Hotel,0,58.0,1,3,Online TA,GBR,10,232.0
2016-02-25,Resort Hotel,0,48.0,0,1,Online TA,PRT,0,48.0
2016-02-25,Resort Hotel,1,80.44,2,7,Online TA,PRT,44,723.96
2016-02-25,Resort Hotel,0,58.0,1,3,Online TA,GBR,10,232.0
2016-02-25,Resort Hotel,0,46.0,0,2,Direct,PRT,2,92.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,Resort Hotel,1,48.0,1,3,Online TA,PRT,16,192.0
2016-02-25,City Hotel,0,83.5,0,2,Online TA,IRL,3,167.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,93.0,0,2,Online TA,NLD,15,186.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,Resort Hotel,0,38.0,0,3,Offline TA/TO,GBR,41,114.0
2016-02-25,Resort Hotel,0,58.0,0,3,Online TA,PRT,10,174.0
2016-02-25,City Hotel,0,93.0,0,2,Online TA,ITA,4,186.0
2016-02-25,Resort Hotel,1,60.0,0,2,Direct,PRT,1,120.0
2016-02-25,Resort Hotel,0,48.0,1,3,Online TA,PRT,10,192.0
2016-02-25,Resort Hotel,0,40.0,8,20,Online TA,GBR,0,1120.0
2016-02-25,Resort Hotel,1,60.0,0,2,Direct,PRT,1,120.0
2016-02-25,Resort Hotel,0,33.0,0,1,Corporate,PRT,7,33.0
2016-02-25,City Hotel,1,75.0,0,3,Offline TA/TO,PRT,113,225.0
2016-02-25,City Hotel,0,50.33,2,4,Offline TA/TO,AUT,98,301.98
2016-02-25,Resort Hotel,0,44.04,4,10,Online TA,CN,43,616.56
2016-02-26,Resort Hotel,1,39.0,1,2,Online TA,PRT,81,117.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,City Hotel,0,59.4,2,4,Direct,DEU,46,356.4
2016-02-26,City Hotel,0,70.0,1,2,Offline TA/TO,PRT,0,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,City Hotel,0,108.0,1,2,Online TA,PRT,4,324.0
2016-02-26,Resort Hotel,1,36.45,2,7,Online TA,PRT,135,328.05
2016-02-26,Resort Hotel,1,48.0,2,7,Online TA,PRT,53,432.0
2016-02-26,City Hotel,0,86.9,1,2,Direct,DEU,35,260.70000000000005
2016-02-26,City Hotel,0,86.9,1,2,Direct,DEU,35,260.70000000000005
2016-02-26,Resort Hotel,1,48.0,2,7,Online TA,PRT,53,432.0
2016-02-26,Resort Hotel,0,25.11,2,5,Online TA,PRT,211,175.76999999999998
2016-02-26,Resort Hotel,1,79.0,1,2,Groups,PRT,92,237.0
2016-02-26,City Hotel,0,81.5,1,2,Online TA,ESP,47,244.5
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,City Hotel,0,72.5,1,2,Online TA,ESP,47,217.5
2016-02-26,Resort Hotel,1,79.0,1,2,Groups,PRT,92,237.0
2016-02-26,City Hotel,0,70.04,1,2,Online TA,FRA,28,210.12
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,City Hotel,0,102.37,1,2,Online TA,ESP,33,307.11
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,City Hotel,0,85.0,2,4,Offline TA/TO,PRT,114,510.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,78.0,1,2,Online TA,PRT,36,234.0
2016-02-26,City Hotel,1,89.0,0,1,Direct,PRT,0,89.0
2016-02-26,City Hotel,0,130.0,1,2,Online TA,PRT,8,390.0
2016-02-26,City Hotel,1,127.0,0,2,Online TA,JPN,12,254.0
2016-02-26,City Hotel,1,89.0,0,1,Direct,PRT,0,89.0
2016-02-26,City Hotel,1,79.5,1,2,Online TA,ESP,52,238.5
2016-02-26,City Hotel,1,125.77,1,2,Online TA,ESP,28,377.31
2016-02-26,City Hotel,1,106.0,1,2,Online TA,POL,10,318.0
2016-02-26,City Hotel,0,106.88,2,2,Online TA,FRA,25,427.52
2016-02-26,City Hotel,1,73.95,2,3,Online TA,ITA,62,369.75
2016-02-26,City Hotel,1,73.8,2,4,Direct,GBR,43,442.79999999999995
2016-02-26,City Hotel,1,129.1,4,9,Online TA,BRA,18,1678.3
2016-02-26,Resort Hotel,1,79.0,1,2,Groups,PRT,92,237.0
2016-02-26,Resort Hotel,1,79.0,1,2,Groups,PRT,92,237.0
2016-02-26,Resort Hotel,1,79.0,1,2,Groups,PRT,92,237.0
2016-02-26,Resort Hotel,1,48.0,1,2,Online TA,PRT,30,144.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,Resort Hotel,1,76.0,1,2,Online TA,PRT,50,228.0
2016-02-26,Resort Hotel,1,78.0,1,2,Online TA,PRT,36,234.0
2016-02-26,Resort Hotel,1,98.0,0,2,Online TA,PRT,24,196.0
2016-02-26,Resort Hotel,0,0.0,0,0,Corporate,0,0,0.0
2016-02-26,Resort Hotel,1,48.0,0,1,Online TA,PRT,73,48.0
2016-02-26,Resort Hotel,1,48.0,0,1,Online TA,PRT,73,48.0
2016-02-26,City Hotel,0,77.0,1,2,Direct,DEU,90,231.0
2016-02-26,Resort Hotel,1,79.0,1,2,Groups,PRT,92,237.0
2016-02-26,City Hotel,0,110.6,2,3,Online TA,FRA,2,553.0
2016-02-26,Resort Hotel,1,79.0,1,2,Groups,PRT,92,237.0
2016-02-26,City Hotel,0,80.3,1,2,Online TA,FRA,68,240.89999999999998
2016-02-26,City Hotel,0,83.3,1,2,Online TA,FRA,55,249.89999999999998
2016-02-26,City Hotel,1,106.0,1,2,Online TA,TUR,16,318.0
2016-02-26,City Hotel,1,84.9,1,2,Direct,PRT,35,254.70000000000002
2016-02-26,City Hotel,1,85.0,0,2,Online TA,PRT,0,170.0
2016-02-26,City Hotel,1,67.5,0,2,Online TA,FRA,51,135.0
2016-02-26,City Hotel,1,69.6,0,2,Online TA,CHE,56,139.2
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,City Hotel,1,79.0,0,2,Online TA,ESP,6,158.0
2016-02-26,City Hotel,1,72.9,0,2,Online TA,NLD,70,145.8
2016-02-26,Resort Hotel,0,26.1,2,7,Offline TA/TO,GBR,53,234.9
2016-02-26,City Hotel,0,80.3,0,2,Online TA,ESP,55,160.6
2016-02-26,City Hotel,0,80.3,0,2,Online TA,NLD,54,160.6
2016-02-26,City Hotel,1,79.0,0,2,Online TA,MAR,6,158.0
2016-02-26,Resort Hotel,0,26.1,2,7,Offline TA/TO,IRL,53,234.9
2016-02-26,Resort Hotel,1,70.0,1,2,Groups,PRT,74,210.0
2016-02-26,City Hotel,1,2.0,0,2,Complementary,PRT,16,4.0
2016-02-26,City Hotel,1,67.5,0,2,Online TA,FRA,51,135.0
2016-02-26,City Hotel,1,121.5,0,2,Online TA,ESP,32,243.0
2016-02-26,City Hotel,1,78.3,0,2,Online TA,ESP,52,156.6
2016-02-26,City Hotel,1,0.0,0,2,Complementary,PRT,7,0.0
